,FCCY US Equity,SRCE US Equity,CAFD US Equity,AAON US Equity,ABAX US Equity,ANCX US Equity,ACET US Equity,ACNB US Equity,ATVI US Equity,ADTN US Equity,AEPI US Equity,AGNCB US Equity,AGNCP US Equity,ALCO US Equity,ALGT US Equity,AHGP US Equity,AMOT US Equity,AIMC US Equity,AMRK US Equity,DOX US Equity,ATAX US Equity,AMOV US Equity,AAL US Equity,AMNB US Equity,ANAT US Equity,ARII US Equity,AMSWA US Equity,ABCB US Equity,AMSF US Equity,ASRV US Equity,ATLO US Equity,AMGN US Equity,AMSGP US Equity,AFSI US Equity,ADI US Equity,ALOG US Equity,APOG US Equity,AAPL US Equity,AMAT US Equity,ARCB US Equity,AGII US Equity,ARKR US Equity,AROW US Equity,ARTNA US Equity,ASML US Equity,ASTE US Equity,ALOT US Equity,AAME US Equity,ATNI US Equity,ATRI US Equity,AUBN US Equity,ADP US Equity,BCOM US Equity,RILY US Equity,BEAV US Equity,BCPC US Equity,BWINA US Equity,BWINB US Equity,BANF US Equity,BKMU US Equity,BOCH US Equity,BMRC US Equity,BKSC US Equity,BOTJ US Equity,OZRK US Equity,BFIN US Equity,BWFG US Equity,BANR US Equity,BBSI US Equity,BSET US Equity,BCBP US Equity,BSF US Equity,BBGI US Equity,BBBY US Equity,BNCL US Equity,BGCP US Equity,BGFV US Equity,TECH US Equity,BLKB US Equity,BLMN US Equity,BHBK US Equity,BNCN US Equity,BOBE US Equity,BOKF US Equity,BPFH US Equity,BPFHP US Equity,BDGE US Equity,BRCD US Equity,BRKL US Equity,BRKR US Equity,BMTC US Equity,CFFI US Equity,CHRW US Equity,CA US Equity,CCMP US Equity,CLMS US Equity,CVGW US Equity,CFNB US Equity,CALM US Equity,CAC US Equity,CPHC US Equity,CPLA US Equity,CBF US Equity,CCBG US Equity,CPLP US Equity,CFFN US Equity,CFNL US Equity,CTRE US Equity,CARO US Equity,CASY US Equity,CASS US Equity,CATY US Equity,CBFV US Equity,CBOE US Equity,CDK US Equity,CDW US Equity,CSFL US Equity,CVCY US Equity,CNBKA US Equity,CHFN US Equity,CHFC US Equity,CHMG US Equity,PLCE US Equity,CLDC US Equity,HTHT US Equity,CHDN US Equity,CIFC US Equity,CINF US Equity,CTAS US Equity,CSCO US Equity,CTRN US Equity,CZNC US Equity,CZWI US Equity,CZFC US Equity,CIZN US Equity,CHCO US Equity,CIVB US Equity,CIVBP US Equity,CLRO US Equity,CSBK US Equity,CME US Equity,CCNE US Equity,COBZ US Equity,COKE US Equity,CVLY US Equity,CGNX US Equity,COHU US Equity,CLCT US Equity,CIGI US Equity,COLB US Equity,COLM US Equity,CMCO US Equity,CMCSA US Equity,CBSH US Equity,CBSHP US Equity,CUBN US Equity,CTBI US Equity,CWBC US Equity,CPSI US Equity,CDOR US Equity,CNMD US Equity,CTWS US Equity,CNOB US Equity,CNSL US Equity,CWCO US Equity,CORE US Equity,COST US Equity,ICBK US Equity,CBRL US Equity,CRWS US Equity,CSGS US Equity,CSPI US Equity,CSX US Equity,CVBF US Equity,DAKT US Equity,DGAS US Equity,DHXM US Equity,DRAD US Equity,DCOM US Equity,DNBF US Equity,DGICA US Equity,DGICB US Equity,DMLP US Equity,EBMT US Equity,EWBC US Equity,EML US Equity,EVBS US Equity,EBIX US Equity,EEI US Equity,EDUC US Equity,ESLT US Equity,ESBK US Equity,EMCI US Equity,EMCF US Equity,ERS US Equity,WIRE US Equity,EBTC US Equity,EFSC US Equity,ESCA US Equity,ESSA US Equity,EVOL US Equity,EXPE US Equity,EXPD US Equity,EXPO US Equity,FFKT US Equity,FMNB US Equity,FAST US Equity,FNHC US Equity,LION US Equity,FITB US Equity,FITBI US Equity,FNGN US Equity,FISI US Equity,FBNC US Equity,FNLC US Equity,BUSE US Equity,FBIZ US Equity,FCAP US Equity,FCFS US Equity,FCNCA US Equity,FCBC US Equity,FCCO US Equity,FBNK US Equity,FDEF US Equity,FFBC US Equity,FFIN US Equity,THFF US Equity,FFNW US Equity,FGBI US Equity,INBK US Equity,FIBK US Equity,FRME US Equity,FMBH US Equity,FMBI US Equity,FSFG US Equity,FSBK US Equity,FUSB US Equity,FSV US Equity,FLXS US Equity,FLIR US Equity,FFIC US Equity,FORR US Equity,FWRD US Equity,FELE US Equity,RAIL US Equity,FSBW US Equity,FULT US Equity,GK US Equity,GRMN US Equity,GNTX US Equity,GTWN US Equity,GABC US Equity,GILD US Equity,GBCI US Equity,GAINN US Equity,GAINO US Equity,LAND US Equity,LANDP US Equity,GLBZ US Equity,SELF US Equity,GWRS US Equity,GMLP US Equity,GSBC US Equity,GCBC US Equity,GRFS US Equity,OMAB US Equity,GBNK US Equity,GFED US Equity,HEES US Equity,HNRG US Equity,HBHC US Equity,HAFC US Equity,HDNG US Equity,HAS US Equity,HWKN US Equity,HWBK US Equity,HAYN US Equity,HCSG US Equity,HTLD US Equity,HTLF US Equity,HSII US Equity,HNNA US Equity,HTBK US Equity,HFWA US Equity,HEOP US Equity,MLHR US Equity,HIHO US Equity,HIMX US Equity,HIFS US Equity,HOLI US Equity,HBCP US Equity,HOMB US Equity,HFBL US Equity,HOFT US Equity,HOPE US Equity,HFBC US Equity,HBNC US Equity,HPTRP US Equity,HSNI US Equity,HBAN US Equity,HBANO US Equity,HBANP US Equity,HURC US Equity,IBKC US Equity,IBKCO US Equity,IBKCP US Equity,IROQ US Equity,ILG US Equity,INDB US Equity,IBCP US Equity,IBTX US Equity,IPCC US Equity,IMKTA US Equity,IPHS US Equity,IOSP US Equity,IIIN US Equity,INTC US Equity,IQNT US Equity,IPAR US Equity,IBKR US Equity,IDCC US Equity,TILE US Equity,IBOC US Equity,ISCA US Equity,IGLD US Equity,IIJI US Equity,ISIL US Equity,INTU US Equity,ISTR US Equity,ISBC US Equity,ITIC US Equity,IRCP US Equity,ITRN US Equity,JJSF US Equity,JBHT US Equity,JCOM US Equity,JKHY US Equity,JXSB US Equity,JRVR US Equity,JOUT US Equity,KALU US Equity,KRNY US Equity,KELYA US Equity,KELYB US Equity,KFFB US Equity,KEQU US Equity,KFRC US Equity,KBAL US Equity,KINS US Equity,KNSL US Equity,KLAC US Equity,LSBK US Equity,LSBG US Equity,LBAI US Equity,LKFN US Equity,LRCX US Equity,LAMR US Equity,LANC US Equity,LARK US Equity,LSTR US Equity,LCNB US Equity,LTXB US Equity,LMAT US Equity,TAX US Equity,LCUT US Equity,LMNR US Equity,LECO US Equity,LLTC US Equity,LFUS US Equity,LOB US Equity,LOGI US Equity,LPLA US Equity,LRAD US Equity,LYTS US Equity,MBTF US Equity,MCBC US Equity,MFNC US Equity,MGIC US Equity,MHLD US Equity,MSFG US Equity,LOAN US Equity,MTEX US Equity,MANT US Equity,MARPS US Equity,MKTX US Equity,MRLN US Equity,MRTN US Equity,MAT US Equity,MATW US Equity,MXIM US Equity,MBFI US Equity,MBFIP US Equity,MGRC US Equity,MFIN US Equity,MENT US Equity,MELI US Equity,MBWM US Equity,MERC US Equity,MBVT US Equity,EBSB US Equity,VIVO US Equity,MLAB US Equity,CASH US Equity,MGEE US Equity,MGPI US Equity,MCHP US Equity,MSFT US Equity,MPB US Equity,MBRG US Equity,MBCN US Equity,MSEX US Equity,MSBI US Equity,MOFG US Equity,MNDO US Equity,MKSI US Equity,MINI US Equity,MOCO US Equity,MDLZ US Equity,MPWR US Equity,TYPE US Equity,MNRO US Equity,MORN US Equity,MTSC US Equity,LABL US Equity,MFSF US Equity,NDAQ US Equity,NKSH US Equity,NGHC US Equity,NGHCN US Equity,NGHCO US Equity,NGHCP US Equity,NATI US Equity,NATL US Equity,NRCIA US Equity,NRCIB US Equity,NSEC US Equity,NWLI US Equity,NHTC US Equity,NATR US Equity,NAVI US Equity,NBTB US Equity,NTAP US Equity,NYMTO US Equity,NYMTP US Equity,NWS US Equity,NWSA US Equity,NEWT US Equity,NXST US Equity,NDSN US Equity,NBN US Equity,NTRS US Equity,NTRSP US Equity,NFBK US Equity,NRIM US Equity,NWBI US Equity,NWFL US Equity,NTRI US Equity,NVEC US Equity,NVDA US Equity,OVLY US Equity,OSHC US Equity,OCFC US Equity,OFED US Equity,ODP US Equity,OVBC US Equity,OLBK US Equity,ONB US Equity,OPOF US Equity,OSBC US Equity,OTEX US Equity,OPB US Equity,ORIT US Equity,ORRF US Equity,OTTR US Equity,OXBR US Equity,PFIN US Equity,PCAR US Equity,PCBK US Equity,PACW US Equity,PSTB US Equity,PKBK US Equity,PKOH US Equity,PBHC US Equity,PDCO US Equity,PAYX US Equity,PBBI US Equity,PDLI US Equity,PGC US Equity,PEGA US Equity,PWOD US Equity,PTXP US Equity,PEBO US Equity,PEBK US Equity,PFIS US Equity,PBCT US Equity,PUB US Equity,PETS US Equity,PAHC US Equity,PME US Equity,PNFP US Equity,PLBC US Equity,PBSK US Equity,POOL US Equity,POPE US Equity,BPOP US Equity,POWL US Equity,POWI US Equity,PFBC US Equity,PLPC US Equity,PFBI US Equity,PSMT US Equity,PRIM US Equity,PVTB US Equity,PRGS US Equity,PSEC US Equity,PWX US Equity,PROV US Equity,PBIP US Equity,PMD US Equity,QADA US Equity,QADB US Equity,QCRH US Equity,QIWI US Equity,QCOM US Equity,RRD US Equity,GOLD US Equity,RAVN US Equity,RICK US Equity,RRR US Equity,REIS US Equity,RNST US Equity,RBCAA US Equity,RECN US Equity,RGCO US Equity,RVSB US Equity,RMCF US Equity,ROST US Equity,RUTH US Equity,RYAAY US Equity,STBA US Equity,SBRAP US Equity,SABR US Equity,SAFT US Equity,SALM US Equity,SAL US Equity,SAFM US Equity,SASR US Equity,SPNS US Equity,SBFG US Equity,SBFGP US Equity,SCHL US Equity,SNI US Equity,STX US Equity,SEIC US Equity,SIGI US Equity,SFBS US Equity,SHEN US Equity,SHPG US Equity,SCVL US Equity,SHBI US Equity,SIFI US Equity,BSRR US Equity,SIFY US Equity,SLGN US Equity,SILC US Equity,SIMO US Equity,SPIL US Equity,SAMG US Equity,SFNC US Equity,SLP US Equity,SBGI US Equity,SKYW US Equity,SWKS US Equity,SLMAP US Equity,SLMBP US Equity,LNCE US Equity,SOHO US Equity,SOHOB US Equity,SFBC US Equity,SSB US Equity,SMBC US Equity,SONA US Equity,SBSI US Equity,OKSB US Equity,SPAN US Equity,SPKE US Equity,SPTN US Equity,SPOK US Equity,SSNC US Equity,SBUX US Equity,STFC US Equity,STBZ US Equity,SNC US Equity,STLD US Equity,SMRT US Equity,SRCLP US Equity,SSFN US Equity,SYBT US Equity,SGBK US Equity,STRT US Equity,STB US Equity,SMMF US Equity,SSBI US Equity,SNBC US Equity,SNHY US Equity,SGC US Equity,SBBX US Equity,SYMC US Equity,TROW US Equity,TATT US Equity,AMTD US Equity,TGLS US Equity,TTEC US Equity,TBNK US Equity,TESS US Equity,TSRA US Equity,TTEK US Equity,TCBIP US Equity,TXN US Equity,TXRH US Equity,TFSL US Equity,CAKE US Equity,TCFC US Equity,ENSG US Equity,FINL US Equity,FBMS US Equity,FLIC US Equity,GT US Equity,HCKT US Equity,KHC US Equity,NAVG US Equity,RMR US Equity,YORW US Equity,TSBK US Equity,TIPT US Equity,TMUSP US Equity,TOWN US Equity,TSCO US Equity,TACT US Equity,TCBK US Equity,TRST US Equity,TRMK US Equity,FOX US Equity,FOXA US Equity,TRCB US Equity,UMBF US Equity,UMPQ US Equity,UBSH US Equity,UNB US Equity,UBCP US Equity,UBOH US Equity,UBSI US Equity,UCBA US Equity,UCBI US Equity,UCFC US Equity,UBNK US Equity,UFCS US Equity,UIHC US Equity,USLM US Equity,UG US Equity,UNTY US Equity,UFPI US Equity,ULH US Equity,UVSP US Equity,ECOL US Equity,UTMD US Equity,VALU US Equity,VIA US Equity,VIAB US Equity,VLGEA US Equity,VIRT US Equity,VRTS US Equity,VSEC US Equity,WBA US Equity,WAFD US Equity,WASH US Equity,WFBI US Equity,WSBF US Equity,WAYN US Equity,WSTG US Equity,WCFB US Equity,WDFC US Equity,WEBK US Equity,WEN US Equity,WERN US Equity,WSBC US Equity,WTBA US Equity,WABC US Equity,WEYS US Equity,WFM US Equity,WILN US Equity,WLTW US Equity,WTFC US Equity,WTFCM US Equity,WETF US Equity,WBKC US Equity,WWD US Equity,WPPGY US Equity,WSFS US Equity,WSCI US Equity,WVFC US Equity,XLNX US Equity,ZION US Equity,ACU US Equity,DIT US Equity,BKJ US Equity,BHB US Equity,BGSF US Equity,BTI US Equity,CET US Equity,CCF US Equity,CQH US Equity,CVR US Equity,CTO US Equity,ELLO US Equity,ESP US Equity,EVBN US Equity,EPM US Equity,BDL US Equity,FSP US Equity,EGAS US Equity,GSB US Equity,GORO US Equity,GRC US Equity,IMO US Equity,IHT US Equity,ISDR US Equity,LBY US Equity,NHC US Equity,NSU US Equity,TIS US Equity,ORM US Equity,PRK US Equity,RWC US Equity,SGA US Equity,SVT US Equity,SGB US Equity,STS US Equity,TMP US Equity,UFAB US Equity
2014-10-01,71.8722,675.6059,,950.0606,1156.5785,172.2653,544.997,116.6839,14772.9555,1105.8606,187.8296,#N/A Invalid Security,#N/A Invalid Security,278.7287,2161.1614,4035.9634,125.1686,769.5113,73.0392,7394.9107,356.6973,84693.7081,24764.3368,173.2669,3049.9438,1484.1982,247.9267,586.9087,732.7858,60.7075,201.3951,105448.6769,#N/A Invalid Security,3042.0113,15160.7676,809.8602,1138.4699,593876.6677,25516.7327,921.1746,1296.9003,74.5609,319.8772,178.6987,43274.8872,825.4503,101.9078,82.8239,853.0091,574.9568,89.7716,34346.7429,577.008,127.8199,8554.7873,1689.2687,364.7002,364.7002,955.9239,293.3235,81.4909,272.0617,65.5824,30.2839,2483.8658,217.5613,125.2762,746.7032,285.817,140.4373,111.3228,262.4337,123.1962,13114.8875,972.3114,1596.1177,210.3635,3435.3335,1807.4352,2275.7445,375.1926,462.4565,1088.3795,4561.0976,995.5306,#N/A Invalid Security,271.2669,4674.274,599.3321,3147.6912,386.1809,112.4316,9593.2005,12074.5001,989.9081,235.8974,689.29,155.2253,2123.9546,258.7168,42.9121,755.8277,1174.446,227.0175,1051.783,1678.8714,547.4587,316.3467,107.6999,2758.8368,475.2597,1949.5708,46.7755,4553.6044,4968.2032,5225.6603,462.9498,125.3433,190.862,206.8783,872.0869,129.3275,1042.5006,,1572.5609,1684.8082,225.8199,7629.4182,8154.591,128156.6676,340.724,233.5614,45.2635,23.2119,93.5526,651.3718,77.85,#N/A Invalid Security,77.1922,333.9581,26680.1854,225.8527,461.365,687.2821,111.0148,3347.2659,300.7144,193.7515,1867.1444,1303.6607,2482.4825,431.653,136897.1932,4053.2551,#N/A Invalid Security,38.2795,586.2231,50.0991,641.26,10.7869,1020.2273,360.2922,561.3189,995.9479,166.3914,1193.0152,54681.7696,,2437.5162,73.8685,917.106,28.1914,31076.7055,1508.7442,527.2401,137.9816,,73.4632,525.2344,59.3801,464.9278,464.9278,917.8089,40.9821,4825.016,97.0803,73.4652,529.0195,41.5634,17.2414,2655.8622,57.9036,387.2649,45.1643,44.9082,756.6086,186.9497,329.8207,165.279,132.9861,104.64,10783.0064,7753.5932,919.0323,170.1273,150.06,13212.204,367.7777,288.7411,16513.667,#N/A Invalid Security,1684.0802,312.0612,315.2861,179.4766,481.9122,173.2346,63.0505,1582.3851,2022.6392,264.8108,70.6675,233.0532,256.5314,911.873,1763.3793,413.8799,159.0402,116.3896,70.5265,1166.5621,723.9632,123.5491,1198.4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,72.1568,683.2453,,968.2146,1158.6056,173.8313,537.7458,115.5429,14640.2213,1110.5105,188.2869,#N/A Invalid Security,#N/A Invalid Security,277.9925,2147.5882,4007.8278,124.7074,768.7091,75.128,7419.2788,351.8771,85511.9861,24433.0895,173.0317,3034.0895,1465.6217,256.4077,598.6736,744.5929,62.2111,210.3335,104218.1132,#N/A Invalid Security,3011.009,15019.3718,833.0878,1148.9574,598187.932,24993.2501,922.2152,1320.5654,75.3195,322.5229,181.2625,43310.6331,835.9919,102.6788,82.8239,871.0837,613.3119,87.2577,34866.1279,600.172,127.8199,8449.4847,1697.2196,368.6515,368.6515,969.342,297.9794,81.7567,273.0692,65.3593,30.2839,2499.0016,220.7266,125.1443,752.575,292.277,155.5385,109.0511,273.2434,125.0453,13147.2001,979.8428,1604.804,213.0404,3465.6823,1817.5945,2292.0716,380.6013,467.2119,1085.5489,4561.7904,1003.5721,#N/A Invalid Security,277.7182,4605.1535,609.1343,3112.3994,392.2214,112.636,9727.1139,12096.7531,995.8528,240.2089,699.2203,154.5977,2145.4844,259.9785,42.8282,757.6658,1180.8022,235.2187,1040.0965,1697.3362,551.6158,317.2442,103.4486,2788.9838,489.3329,1966.3019,45.6061,4630.2931,4856.0179,5180.9083,465.2015,124.786,193.252,209.1963,883.8807,133.2535,1051.127,,1584.9873,1701.4758,229.8435,7665.4215,8111.8284,128310.2713,343.5284,237.2746,45.2635,23.2119,91.5046,657.5723,79.9311,#N/A Invalid Security,77.2291,334.757,27022.9283,230.3065,467.8689,684.8716,111.0148,3360.2768,311.1276,198.3604,1881.2555,1308.9259,2567.9887,437.4349,136655.5878,4077.0816,#N/A Invalid Security,38.2795,594.065,49.2792,655.8315,10.5993,1030.3448,363.844,554.1607,1002.3942,173.1529,1210.0945,55133.2142,,2444.4274,75.2794,914.3311,28.4079,31326.5986,1524.6145,529.4044,138.2632,,73.4632,530.3946,59.3801,461.3147,461.3147,891.428,40.9821,4856.5614,97.0803,73.5824,532.4696,41.5634,17.3094,2692.9922,57.9036,401.578,45.1643,43.3628,760.9593,196.6824,331.0072,173.7655,133.3389,104.058,10603.6712,7841.3918,934.8687,169.1543,150.2478,13495.6194,386.6912,289.5935,16509.4959,#N/A Invalid Security,1676.8346,315.527,319.8183,179.3694,493.2002,174.6943,64.4208,1580.9616,2615.4418,274.012,70.6675,236.5892,259.3712,917.0672,1803.7327,414.5477,160.7706,116.3896,70.3485,1172.7578,734.4188,123.5491,1208.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,73.2954,685.1551,,980.3173,1147.7944,176.6502,540.9363,115.0024,14859.0534,1029.0002,196.4158,#N/A Invalid Security,#N/A Invalid Security,277.698,2180.2709,4018.0045,123.5083,738.7629,76.5902,7472.8887,353.6847,85523.3981,26089.326,173.1885,3064.4546,1465.4081,256.125,599.2084,742.1565,61.4593,212.0095,105699.3473,#N/A Invalid Security,3044.2798,14950.245,852.5891,1148.666,596511.3292,25248.9044,934.7021,1344.2305,75.2845,323.6568,181.5028,43542.9815,839.6585,101.2129,82.8239,878.2499,607.9524,87.4399,35996.2714,590.6075,127.8199,8608.4917,1687.7397,371.2324,371.2324,971.0386,301.2386,80.6932,275.2025,68.0674,30.2839,2521.307,223.6808,130.6829,761.3828,297.4449,165.9288,110.2762,267.3882,125.2765,13320.8805,979.8428,1626.5199,211.925,3487.1485,1816.2092,2332.2613,380.0319,469.5895,1098.5226,4621.3764,1024.4798,#N/A Invalid Security,278.7662,4583.5534,610.5346,3231.7192,395.7908,112.9766,9894.8735,12221.3702,1004.4132,241.0301,711.515,154.8069,2233.0552,261.537,42.7862,758.6461,1182.2691,233.8228,1044.3462,1707.2787,552.8949,316.1224,103.4486,2840.3883,487.9487,1984.6264,45.6061,4643.0746,4737.4221,5287.6247,474.2083,123.4856,194.5303,209.969,881.5875,129.6046,1075.4966,,1589.9579,1718.4905,228.0832,7794.7059,8355.3377,129590.302,347.4232,239.9977,45.4701,23.2119,91.2504,659.2775,79.1603,#N/A Invalid Security,77.2291,335.2897,27201.0203,231.3122,476.8116,705.1758,112.6078,3421.8616,313.6674,200.9308,1889.7592,1335.2518,2584.8096,435.8399,138760.6273,4115.5705,#N/A Invalid Security,38.2795,597.2017,50.0172,669.7305,10.7869,1030.3448,365.398,556.5468,1008.0346,168.4492,1204.7861,55702.9986,,2497.355,75.6825,914.3311,27.6531,31916.3463,1537.3108,529.8373,138.4744,,72.9053,529.6574,59.3801,461.1041,461.1041,871.1822,41.3682,4909.6151,96.5202,73.5839,529.7862,41.5634,17.6414,2689.1512,58.829,404.0086,45.1643,44.0566,754.9512,197.7976,330.0185,173.6264,132.8685,105.5711,10870.7662,7879.4379,941.5435,168.331,150.2478,13580.1989,401.6011,292.7899,16726.3968,#N/A Invalid Security,1689.7731,317.4679,318.636,180.6552,492.3319,175.5623,64.4208,1581.531,2648.1695,272.9079,70.6675,237.5536,258.1406,918.2215,1808.2164,418.5542,160.7706,116.3896,72.9737,1193.5577,739.4664,125.2552,1210.4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,73.3665,683.9615,,958.3124,1119.1896,176.4414,540.3562,116.4437,14808.8296,1050.8821,197.432,#N/A Invalid Security,#N/A Invalid Security,278.5079,2123.6567,4022.7935,122.9549,749.458,77.6346,7451.7696,349.467,86342.1018,25153.1923,174.3645,3040.5387,1430.8174,255.8423,598.1389,738.783,61.6472,212.6613,104529.5521,#N/A Invalid Security,3104.7722,14813.5624,860.4144,1141.6744,596511.3292,25078.4682,936.5232,1326.0266,74.3923,323.5308,179.5279,43761.9251,831.4086,101.2129,82.8239,877.9314,588.9892,87.4399,35837.5704,612.5648,127.8199,8690.6277,1681.9294,369.1333,369.1333,969.8047,296.5826,80.6932,272.0617,66.9208,30.2839,2495.4168,223.6808,129.9576,748.8562,297.3731,163.6198,108.9365,270.0906,125.5076,13351.1735,980.2194,1628.6915,213.152,3450.5079,1816.6709,2279.5123,377.7546,470.4812,1101.825,4559.019,1010.8094,#N/A Invalid Security,280.0471,4486.3526,604.2332,3324.1501,397.9874,113.6237,9819.8231,12208.0183,999.6574,238.977,705.0524,154.5977,2309.2563,262.8729,44.5497,738.3045,1174.6904,236.0912,1043.2837,1701.5973,544.5807,314.1031,103.4486,2848.1183,484.8341,1978.2527,46.1908,4637.1099,4714.9851,5261.8062,476.9104,119.2237,194.6415,207.651,879.2942,130.2513,1048.3234,,1591.2005,1701.823,229.592,7766.8852,8303.0723,128054.2652,334.4922,238.7599,45.4701,23.2119,93.552,656.7973,80.8561,#N/A Invalid Security,74.8358,333.6918,27335.4292,232.1743,467.8689,705.1758,112.8549,3353.3376,302.4922,200.7535,1895.6002,1320.246,2554.6722,436.0393,138087.7205,4085.3292,#N/A Invalid Security,38.2795,590.0569,49.1972,680.6032,10.5993,1039.3686,359.2932,549.3886,1004.0057,170.5071,1182.6291,55317.2984,,2480.6247,76.5894,912.2499,28.6245,32056.2865,1511.9182,525.2921,138.8264,,71.9753,524.1286,58.8541,456.26,456.26,853.3905,41.1754,4856.5614,96.8936,72.6344,524.611,41.4776,17.5614,2671.6532,58.829,405.4939,44.4561,44.4903,747.4929,197.6962,328.2389,173.4873,133.4565,106.9679,11010.6731,7878.4623,933.0364,169.0794,149.3088,13644.0045,402.7056,289.1673,16617.9463,#N/A Invalid Security,1703.2292,317.052,315.6802,180.8695,482.7805,176.8248,64.4208,1572.1358,2633.5989,277.6925,70.6009,233.6962,258.1406,913.6044,1792.8437,418.4207,159.9841,116.3896,72.9293,1182.0514,736.5821,125.4325,1193.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
